,CustomerID,MonetaryValue,Frequency,Recency,R_Quartile,F_Quartile,M_Quartile,RFMClass,Customer Segment
74,12436.0,509.01000000000005,1,99,2,6,4,264,Recent_Customers
75,12437.0,4896.659999999998,19,78,1,1,1,111,Champions
76,12438.0,2906.8500000000004,2,140,2,5,2,252,Recent_Customers
77,12441.0,173.55,1,366,5,6,6,566,Lost
78,12442.0,172.06,1,3,1,6,6,166,Recent_Customers
79,12444.0,5005.46,5,85,1,3,1,131,Potential_Loyalists
80,12445.0,133.4,1,22,1,6,6,166,Recent_Customers
81,12446.0,1002.3099999999998,1,57,1,6,3,163,Recent_Customers
82,12447.0,476.49,1,243,3,6,4,364,Hibernating
83,12448.0,449.4500000000001,1,44,1,6,5,165,Recent_Customers
84,12449.0,4067.2900000000013,4,91,2,4,1,241,Promising
85,12450.0,197.88,2,156,2,5,6,256,Recent_Customers
86,12451.0,8933.519999999999,6,147,2,3,1,231,Potential_Loyalists
87,12452.0,428.57000000000005,3,16,1,4,5,145,Recent_Customers
88,12453.0,707.0899999999999,1,134,2,6,4,264,Recent_Customers
89,12454.0,-5.684341886080802e-14,2,53,1,5,6,156,Recent_Customers
90,12455.0,2466.859999999997,6,73,1,3,2,132,Potential_Loyalists
91,12456.0,3153.889999999998,4,108,2,4,2,242,Promising
92,12457.0,1917.78,12,81,1,1,3,113,Potential_Loyalists
93,12458.0,947.4000000000001,2,71,1,5,3,153,Recent_Customers
94,12461.0,826.8800000000001,2,94,2,5,4,254,Recent_Customers
95,12462.0,1124.0099999999998,4,303,4,4,3,443,About_to_Sleep
96,12463.0,1303.6299999999997,7,175,2,3,3,233,Potential_Loyalists
97,12464.0,1212.0499999999997,8,106,2,2,3,223,Potential_Loyalists
98,12465.0,733.8900000000001,3,169,2,4,4,244,Promising
99,12468.0,724.04,3,143,2,4,4,244,Promising
100,12471.0,18740.91999999994,49,92,2,1,1,211,Loyal_Customers
101,12472.0,6229.480000000004,13,155,2,1,1,211,Loyal_Customers
102,12473.0,2848.2299999999996,9,114,2,2,2,222,Loyal_Customers
103,12474.0,7116.47,30,80,1,1,1,111,Champions
104,12475.0,723.38,1,53,1,6,4,164,Recent_Customers
105,12476.0,6546.580000000007,20,84,1,1,1,111,Champions
106,12477.0,13117.009999999993,9,91,2,2,1,221,Loyal_Customers
107,12478.0,680.9900000000002,1,3,1,6,4,164,Recent_Customers
108,12479.0,477.30000000000007,3,3,1,4,4,144,Promising
109,12480.0,3281.6300000000015,4,143,2,4,2,242,Promising
110,12481.0,5590.8600000000015,11,179,2,2,1,221,Loyal_Customers
111,12483.0,2327.130000000001,13,98,2,1,2,212,Loyal_Customers
112,12484.0,4495.27,8,100,2,2,1,221,Loyal_Customers
113,12488.0,1298.6599999999999,3,75,1,4,3,143,Promising
114,12489.0,334.92999999999995,1,336,4,6,5,465,Hibernating
115,12490.0,5417.9299999999985,10,93,2,2,1,221,Loyal_Customers
116,12491.0,460.4000000000001,1,38,1,6,5,165,Recent_Customers
117,12492.0,263.21,2,105,2,5,5,255,Recent_Customers
118,12493.0,416.79,3,165,2,4,5,245,Recent_Customers
119,12494.0,1139.3500000000008,13,157,2,1,3,213,Potential_Loyalists
120,12497.0,1043.1,1,81,1,6,3,163,Recent_Customers
121,12498.0,403.7,3,21,1,4,5,145,Recent_Customers
122,12500.0,4206.2699999999995,13,106,2,1,1,211,Loyal_Customers
123,12501.0,2089.68,2,336,4,5,2,452,Lost
124,12502.0,3723.87,5,95,2,3,1,231,Potential_Loyalists
125,12503.0,-1126.0,1,337,4,6,6,466,Hibernating
126,12504.0,114.00000000000003,4,30,1,4,6,146,Recent_Customers
127,12505.0,-4.5,1,301,4,6,6,466,Hibernating
128,12506.0,73.50000000000003,1,232,3,6,6,366,Hibernating
129,12507.0,1258.06,4,155,2,4,3,243,Promising
130,12508.0,398.27000000000004,2,26,1,5,5,155,Recent_Customers
131,12509.0,176.5,1,284,4,6,6,466,Hibernating
132,12510.0,982.57,2,142,2,5,3,253,Recent_Customers
133,12512.0,138.03000000000006,2,66,1,5,6,156,Recent_Customers
134,12513.0,586.7900000000001,2,84,1,5,4,154,Recent_Customers
135,12514.0,1017.6800000000002,1,267,3,6,3,363,Hibernating
136,12515.0,383.7,1,353,4,6,5,465,Hibernating
137,12516.0,1312.06,2,77,1,5,3,153,Recent_Customers
138,12517.0,2464.8899999999994,6,73,1,3,2,132,Potential_Loyalists
139,12518.0,2056.8899999999994,5,77,1,3,2,132,Potential_Loyalists
140,12519.0,340.84,1,63,1,6,5,165,Recent_Customers
141,12520.0,2582.5099999999998,6,79,1,3,2,132,Potential_Loyalists
142,12521.0,599.6800000000001,1,142,2,6,4,264,Recent_Customers
143,12522.0,192.72000000000003,2,39,1,5,6,156,Recent_Customers
144,12523.0,1745.5700000000006,13,79,1,1,3,113,Potential_Loyalists
145,12524.0,4485.719999999999,8,162,2,2,1,221,Loyal_Customers
146,12526.0,1316.6600000000005,3,94,2,4,3,243,Promising
147,12527.0,348.71000000000004,3,81,1,4,5,145,Recent_Customers
148,12528.0,1922.2800000000009,8,112,2,2,3,223,Potential_Loyalists
149,12530.0,1623.6299999999994,5,123,2,3,3,233,Potential_Loyalists
150,12531.0,125.22,1,14,1,6,6,166,Recent_Customers
151,12532.0,349.83,1,30,1,6,5,165,Recent_Customers
152,12534.0,1089.18,1,130,2,6,3,263,Recent_Customers
153,12535.0,716.3500000000001,2,91,2,5,4,254,Recent_Customers
154,12536.0,4106.820000000003,5,7,1,3,1,131,Potential_Loyalists
155,12538.0,363.95,1,29,1,6,5,165,Recent_Customers
156,12539.0,3852.4999999999986,5,262,3,3,1,331,Customer_Needs_Attention
157,12540.0,13309.039999999992,19,92,2,1,1,211,Loyal_Customers
158,12541.0,981.1800000000002,3,173,2,4,3,243,Promising
159,12544.0,355.7,2,36,1,5,5,155,Recent_Customers
160,12545.0,1000.3899999999999,2,75,1,5,3,153,Recent_Customers
161,12546.0,1141.5,3,77,1,4,3,143,Promising
162,12547.0,207.8,2,197,3,5,6,356,Hibernating
163,12548.0,95.19999999999999,1,166,2,6,6,266,Recent_Customers
164,12550.0,964.8299999999994,1,79,1,6,3,163,Recent_Customers
165,12551.0,168.0,1,357,4,6,6,466,Hibernating
166,12552.0,437.81999999999994,2,38,1,5,5,155,Recent_Customers
167,12553.0,3652.2500000000014,14,110,2,1,1,211,Loyal_Customers
168,12556.0,603.7099999999997,2,151,2,5,4,254,Recent_Customers
169,12557.0,11990.96,5,158,2,3,1,231,Potential_Loyalists
170,12558.0,2.6645352591003757e-14,2,1,1,5,6,156,Recent_Customers
171,12559.0,536.2099999999999,3,310,4,4,4,444,About_to_Sleep
172,12560.0,2101.3900000000003,4,100,2,4,2,242,Promising
173,12561.0,238.85,1,302,4,6,5,465,Hibernating
174,12562.0,3781.7400000000025,7,81,1,3,1,131,Potential_Loyalists
175,12564.0,456.9000000000001,1,261,3,6,5,365,Hibernating
176,12565.0,131.17,2,281,4,5,6,456,Hibernating
177,12566.0,346.70000000000005,2,72,1,5,5,155,Recent_Customers
178,12567.0,9114.939999999993,11,96,2,2,1,221,Loyal_Customers
179,12569.0,4064.989999999999,35,92,2,1,1,211,Loyal_Customers
180,12571.0,519.6099999999999,2,121,2,5,4,254,Recent_Customers
181,12572.0,1004.7200000000003,3,8,1,4,3,143,Promising
182,12573.0,160.54,1,227,3,6,6,366,Hibernating
183,12574.0,218.45000000000002,1,315,4,6,6,466,Hibernating
184,12576.0,1306.9799999999998,6,95,2,3,3,233,Potential_Loyalists
185,12577.0,595.4000000000003,4,359,4,4,4,444,About_to_Sleep
186,12578.0,2753.3599999999988,4,21,1,4,2,142,Promising
187,12579.0,410.71999999999997,3,73,1,4,5,145,Recent_Customers
188,12580.0,415.7,1,246,3,6,5,365,Hibernating
189,12581.0,197.70999999999998,1,39,1,6,6,166,Recent_Customers
190,12582.0,511.3599999999999,2,238,3,5,4,354,Hibernating
191,12583.0,7187.339999999993,18,70,1,1,1,111,Champions
192,12584.0,1893.9500000000005,18,80,1,1,3,113,Potential_Loyalists
193,12585.0,1982.809999999999,4,234,3,4,3,343,Hibernating
194,12586.0,179.94,2,368,5,5,6,556,Lost
195,12587.0,144.0,1,7,1,6,6,166,Recent_Customers
196,12588.0,214.9,1,39,1,6,6,166,Recent_Customers
197,12589.0,646.6800000000001,2,144,2,5,4,254,Recent_Customers
198,12590.0,9861.380000000003,3,190,3,4,1,341,Hibernating
199,12591.0,452.84999999999985,1,317,4,6,5,465,Hibernating
200,12592.0,437.59999999999997,2,92,2,5,5,255,Recent_Customers
201,12593.0,418.09999999999997,3,108,2,4,5,245,Recent_Customers
202,12594.0,3320.2199999999984,11,121,2,2,2,222,Loyal_Customers
203,12596.0,618.27,2,242,3,5,4,354,Hibernating
204,12597.0,3683.1300000000015,5,183,3,3,1,331,Customer_Needs_Attention
205,12598.0,3002.679999999999,9,71,1,2,2,122,Loyal_Customers
206,12599.0,1032.5800000000006,7,126,2,3,3,233,Potential_Loyalists
207,12600.0,2581.0400000000004,11,84,1,2,2,122,Loyal_Customers
208,12601.0,569.5600000000001,6,189,3,3,4,334,Hibernating
209,12602.0,153.12000000000003,1,58,1,6,6,166,Recent_Customers
210,12603.0,739.1999999999999,1,21,1,6,4,164,Recent_Customers
211,12604.0,254.17999999999995,2,79,1,5,5,155,Recent_Customers
212,12605.0,-7.5,1,365,5,6,6,566,Lost
213,12607.0,3.339550858072471e-13,2,58,1,5,6,156,Recent_Customers
214,12609.0,1126.8500000000001,3,78,1,4,3,143,Promising
215,12610.0,2057.9900000000007,7,126,2,3,2,232,Potential_Loyalists
216,12611.0,1193.32,1,52,1,6,3,163,Recent_Customers
217,12612.0,643.5900000000001,2,74,1,5,4,154,Recent_Customers
218,12613.0,3218.979999999998,6,197,3,3,2,332,Customer_Needs_Attention
219,12614.0,315.59999999999997,1,277,4,6,5,465,Hibernating
220,12615.0,2291.1900000000005,4,71,1,4,2,142,Promising
221,12616.0,657.25,5,95,2,3,4,234,Promising
222,12617.0,355.5300000000002,1,29,1,6,5,165,Recent_Customers
223,12618.0,177.31,1,21,1,6,6,166,Recent_Customers
224,12619.0,3214.81,13,71,1,1,2,112,Loyal_Customers
225,12620.0,1339.4099999999999,3,80,1,4,3,143,Promising
226,12621.0,13612.069999999998,23,91,2,1,1,211,Loyal_Customers
227,12622.0,180.09999999999997,1,232,3,6,6,366,Hibernating
228,12623.0,305.1,1,276,4,6,5,465,Hibernating
229,12624.0,641.1300000000001,2,106,2,5,4,254,Recent_Customers
230,12625.0,2614.3199999999997,3,211,3,4,2,342,Hibernating
231,12626.0,6388.3499999999985,13,127,2,1,1,211,Loyal_Customers
232,12627.0,4478.53,7,96,2,3,1,231,Potential_Loyalists
233,12628.0,769.6099999999998,4,4,1,4,4,144,Promising
234,12630.0,1270.8799999999999,2,9,1,5,3,153,Recent_Customers
235,12631.0,640.5000000000002,1,57,1,6,4,164,Recent_Customers
236,12633.0,2140.6299999999997,5,129,2,3,2,232,Potential_Loyalists
237,12635.0,1689.18,2,89,1,5,3,153,Recent_Customers
238,12637.0,5953.25,10,91,2,2,1,221,Loyal_Customers
239,12638.0,671.69,1,33,1,6,4,164,Recent_Customers
240,12639.0,486.1,1,238,3,6,4,364,Hibernating
241,12640.0,1174.58,3,81,1,4,3,143,Promising
242,12641.0,185.9,1,115,2,6,6,266,Recent_Customers
243,12642.0,1013.26,3,107,2,4,3,243,Promising
244,12643.0,3344.6400000000003,6,128,2,3,2,232,Potential_Loyalists
245,12644.0,477.9100000000001,1,129,2,6,4,264,Recent_Customers
246,12645.0,1755.3800000000006,5,99,2,3,3,233,Potential_Loyalists
247,12646.0,1346.9700000000003,2,4,1,5,3,153,Recent_Customers
248,12647.0,3669.9200000000005,13,78,1,1,1,111,Champions
249,12648.0,318.05,1,154,2,6,5,265,Recent_Customers
250,12649.0,603.7099999999999,4,107,2,4,4,244,Promising
251,12650.0,314.44,1,3,1,6,5,165,Recent_Customers
252,12651.0,114.00000000000003,1,334,4,6,6,466,Hibernating
253,12652.0,914.5299999999997,2,322,4,5,3,453,About_to_Sleep
254,12653.0,2209.8500000000004,2,148,2,5,2,252,Recent_Customers
255,12654.0,601.98,5,197,3,3,4,334,Hibernating
256,12656.0,3982.720000000002,8,72,1,2,1,121,Loyal_Customers
257,12657.0,1152.06,5,78,1,3,3,133,Potential_Loyalists
258,12658.0,686.0500000000001,1,18,1,6,4,164,Recent_Customers
259,12659.0,91.68,1,29,1,6,6,166,Recent_Customers
260,12660.0,245.10000000000002,1,11,1,6,5,165,Recent_Customers
261,12662.0,3817.079999999998,12,107,2,1,1,211,Loyal_Customers
262,12664.0,4863.879999999999,10,87,1,2,1,121,Loyal_Customers
263,12665.0,61.75,2,324,4,5,6,456,Hibernating
264,12666.0,-227.44,1,359,4,6,6,466,Hibernating
265,12667.0,620.13,1,58,1,6,4,164,Recent_Customers
266,12668.0,3743.180000000002,6,248,3,3,1,331,Customer_Needs_Attention
267,12669.0,1607.7300000000002,4,150,2,4,3,243,Promising
268,12670.0,2986.1500000000005,6,98,2,3,2,232,Potential_Loyalists
269,12672.0,225.9,1,329,4,6,6,466,Hibernating
270,12673.0,610.52,2,5,1,5,4,154,Recent_Customers
271,12674.0,1919.3100000000002,7,91,2,3,3,233,Potential_Loyalists
272,12676.0,1331.3900000000006,6,70,1,3,3,133,Potential_Loyalists
273,12678.0,17588.260000000002,13,78,1,1,1,111,Champions
274,12679.0,1058.67,9,87,1,2,3,123,Potential_Loyalists
275,12680.0,862.81,4,73,1,4,4,144,Promising
276,12681.0,13677.59,27,73,1,1,1,111,Champions
277,12682.0,12288.219999999998,31,81,1,1,1,111,Champions
278,12683.0,8221.09,20,92,2,1,1,211,Loyal_Customers
279,12684.0,2283.6299999999997,7,170,2,3,2,232,Potential_Loyalists
280,12685.0,2863.0800000000004,6,92,2,3,2,232,Potential_Loyalists
281,12686.0,89.14,1,371,5,6,6,566,Lost
282,12688.0,4873.810000000005,1,113,2,6,1,261,Recent_Customers
283,12689.0,1247.61,2,127,2,5,3,253,Recent_Customers
284,12690.0,389.00999999999993,1,205,3,6,5,365,Hibernating
285,12691.0,1035.8,6,145,2,3,3,233,Potential_Loyalists
286,12693.0,830.9599999999997,6,127,2,3,4,234,Promising
287,12694.0,869.6699999999998,2,70,1,5,4,154,Recent_Customers
288,12695.0,582.1,4,107,2,4,4,244,Promising
289,12697.0,939.02,5,114,2,3,3,233,Potential_Loyalists
290,12700.0,4867.990000000006,6,156,2,3,1,231,Potential_Loyalists
291,12701.0,797.7099999999999,2,79,1,5,4,154,Recent_Customers
292,12702.0,219.0,1,19,1,6,6,166,Recent_Customers
293,12703.0,274.69999999999993,2,71,1,5,5,155,Recent_Customers
294,12704.0,2220.84,10,78,1,2,2,122,Loyal_Customers
295,12705.0,6814.240000000004,14,77,1,1,1,111,Champions
296,12707.0,603.42,1,291,4,6,4,464,About_to_Sleep
297,12708.0,2616.320000000001,16,72,1,1,2,112,Loyal_Customers
298,12709.0,9294.099999999993,26,95,2,1,1,211,Loyal_Customers
299,12710.0,1130.5700000000006,4,96,2,4,3,243,Promising
300,12712.0,4241.629999999999,17,106,2,1,1,211,Loyal_Customers
301,12713.0,848.5499999999998,1,0,1,6,4,164,Recent_Customers
302,12714.0,4708.859999999994,5,106,2,3,1,231,Potential_Loyalists
303,12715.0,353.85999999999996,1,106,2,6,5,265,Recent_Customers
304,12716.0,1053.4899999999996,2,133,2,5,3,253,Recent_Customers
305,12717.0,980.98,3,151,2,4,3,243,Promising
306,12718.0,238.25000000000003,1,71,1,6,5,165,Recent_Customers
307,12719.0,608.0999999999999,3,5,1,4,4,144,Promising
308,12720.0,5713.2800000000025,29,94,2,1,1,211,Loyal_Customers
309,12721.0,2628.980000000001,7,79,1,3,2,132,Potential_Loyalists
310,12722.0,904.33,6,85,1,3,4,134,Promising
311,12723.0,725.0699999999998,5,3,1,3,4,134,Promising
312,12724.0,1031.4099999999999,4,81,1,4,3,143,Promising
313,12725.0,427.79999999999995,1,371,5,6,5,565,Lost
314,12726.0,2609.1000000000004,7,86,1,3,2,132,Potential_Loyalists
315,12727.0,3947.7000000000003,9,95,2,2,1,221,Loyal_Customers
316,12728.0,836.3299999999999,4,71,1,4,4,144,Promising
317,12729.0,453.0100000000001,1,113,2,6,5,265,Recent_Customers
318,12731.0,18793.410000000007,14,70,1,1,1,111,Champions
319,12732.0,236.2600000000001,1,179,2,6,5,265,Recent_Customers
320,12733.0,383.95,1,234,3,6,5,365,Hibernating
321,12734.0,110.39999999999999,1,352,4,6,6,466,Hibernating
322,12735.0,779.5699999999998,2,337,4,5,4,454,About_to_Sleep
323,12736.0,234.00000000000003,1,332,4,6,6,466,Hibernating
324,12738.0,155.35,1,372,5,6,6,566,Lost
325,12739.0,1013.0400000000001,2,78,1,5,3,153,Recent_Customers
326,12740.0,427.5999999999999,1,63,1,6,5,165,Recent_Customers
327,12743.0,546.4299999999997,2,134,2,5,4,254,Recent_Customers
328,12744.0,9120.39,10,144,2,2,1,221,Loyal_Customers
329,12747.0,4196.010000000001,11,109,2,2,1,221,Loyal_Customers
330,12748.0,29072.100000000413,224,91,2,1,1,211,Loyal_Customers
331,12749.0,3868.2000000000016,8,113,2,2,1,221,Loyal_Customers
332,12750.0,275.88,1,128,2,6,5,265,Recent_Customers
333,12752.0,4366.779999999999,1,81,1,6,1,161,Recent_Customers
334,12753.0,21024.010000000002,11,108,2,2,1,221,Loyal_Customers
335,12754.0,2949.12,5,235,3,3,2,332,Customer_Needs_Attention
336,12755.0,2203.1999999999994,4,249,3,4,2,342,Hibernating
337,12756.0,112.08000000000001,1,86,1,6,6,166,Recent_Customers
338,12757.0,4227.7000000000035,19,128,2,1,1,211,Loyal_Customers
339,12758.0,2791.590000000001,2,116,2,5,2,252,Recent_Customers
340,12759.0,1531.4400000000007,3,171,2,4,3,243,Promising
341,12762.0,1898.5200000000004,2,7,1,5,3,153,Recent_Customers
342,12763.0,494.08,2,138,2,5,4,254,Recent_Customers
343,12764.0,1693.8800000000003,1,316,4,6,3,463,About_to_Sleep
344,12766.0,6989.629999999999,7,149,2,3,1,231,Potential_Loyalists
345,12769.0,1143.6000000000001,1,238,3,6,3,363,Hibernating
346,12770.0,1351.4499999999998,1,210,3,6,3,363,Hibernating
347,12772.0,892.4700000000004,1,59,1,6,4,164,Recent_Customers
348,12775.0,1351.2400000000002,6,189,3,3,3,333,Customer_Needs_Attention
349,12778.0,804.2300000000001,7,183,3,3,4,334,Hibernating
350,12779.0,3868.700000000003,12,189,3,1,1,311,Customer_Needs_Attention
351,12781.0,707.72,5,252,3,3,4,334,Hibernating
352,12782.0,2273.3200000000015,6,149,2,3,2,232,Potential_Loyalists
353,12783.0,1603.8699999999997,8,75,1,2,3,123,Potential_Loyalists
354,12784.0,574.42,2,9,1,5,4,154,Recent_Customers
355,12785.0,305.71,2,2,1,5,5,155,Recent_Customers
356,12787.0,463.65999999999997,3,91,2,4,5,245,Recent_Customers
357,12789.0,91.85000000000001,1,65,1,6,6,166,Recent_Customers
358,12790.0,324.9200000000001,1,192,3,6,5,365,Hibernating
359,12791.0,192.60000000000002,1,373,5,6,6,566,Lost
360,12792.0,400.54,1,256,3,6,5,365,Hibernating
361,12793.0,545.48,2,371,5,5,4,554,Lost
362,12794.0,860.4099999999999,2,98,2,5,4,254,Recent_Customers
363,12795.0,430.4800000000001,1,18,1,6,5,165,Recent_Customers
364,12797.0,194.18,3,365,5,4,6,546,Lost
365,12798.0,6977.039999999999,3,170,2,4,1,241,Promising
366,12802.0,412.5799999999999,2,183,3,5,5,355,Hibernating
367,12808.0,483.65000000000015,3,184,3,4,4,344,Hibernating
368,12809.0,484.36,2,168,2,5,4,254,Recent_Customers
369,12811.0,514.85,3,260,3,4,4,344,Hibernating
370,12812.0,229.63999999999993,1,44,1,6,6,166,Recent_Customers
371,12814.0,125.92,1,101,2,6,6,266,Recent_Customers
372,12815.0,1063.46,2,147,2,5,3,253,Recent_Customers
373,12816.0,572.2,2,95,2,5,4,254,Recent_Customers
374,12817.0,166.04,1,281,4,6,6,466,Hibernating
375,12818.0,1517.8799999999999,2,178,2,5,3,253,Recent_Customers
376,12820.0,942.3399999999999,4,74,1,4,3,143,Promising
377,12821.0,92.72,1,214,3,6,6,366,Hibernating
378,12822.0,918.9799999999999,3,70,1,4,3,143,Promising
379,12823.0,1759.5,5,74,1,3,3,133,Potential_Loyalists
380,12824.0,397.11999999999995,1,59,1,6,5,165,Recent_Customers
381,12826.0,1468.1199999999997,8,71,1,2,3,123,Potential_Loyalists
382,12827.0,430.15,3,5,1,4,5,145,Recent_Customers
383,12828.0,1018.7100000000003,6,99,2,3,3,233,Potential_Loyalists
384,12829.0,253.05,3,360,4,4,5,445,About_to_Sleep
385,12830.0,6748.4000000000015,7,91,2,3,1,231,Potential_Loyalists
386,12831.0,215.05,1,262,3,6,6,366,Hibernating
387,12832.0,383.03000000000003,2,98,2,5,5,255,Recent_Customers
388,12833.0,417.37999999999994,1,145,2,6,5,265,Recent_Customers
389,12834.0,312.38,1,282,4,6,5,465,Hibernating
390,12836.0,2612.8599999999988,4,137,2,4,2,242,Promising
391,12837.0,134.1,1,173,2,6,6,266,Recent_Customers
392,12838.0,683.1299999999994,2,373,5,5,4,554,Lost
393,12839.0,5583.620000000003,16,92,2,1,1,211,Loyal_Customers
394,12840.0,2714.269999999999,6,143,2,3,2,232,Potential_Loyalists
395,12841.0,3876.399999999998,26,89,1,1,1,111,Champions
396,12842.0,1118.99,2,70,1,5,3,153,Recent_Customers
397,12843.0,1680.76,9,159,2,2,3,223,Potential_Loyalists
398,12844.0,325.9599999999999,2,130,2,5,5,255,Recent_Customers
399,12845.0,354.09000000000003,4,267,3,4,5,345,Hibernating
400,12847.0,871.5399999999998,1,22,1,6,4,164,Recent_Customers
401,12849.0,1050.8899999999999,2,268,3,5,3,353,Hibernating
402,12851.0,135.17999999999995,1,96,2,6,6,266,Recent_Customers
403,12852.0,299.75,2,290,4,5,5,455,Hibernating
404,12853.0,1881.6999999999998,9,107,2,2,3,223,Potential_Loyalists
405,12854.0,1289.1500000000003,5,78,1,3,3,133,Potential_Loyalists
406,12855.0,38.1,1,372,5,6,6,566,Lost
407,12856.0,2162.680000000001,8,7,1,2,2,122,Loyal_Customers
408,12857.0,1106.4000000000003,2,210,3,5,3,353,Hibernating
409,12863.0,504.20000000000005,2,199,3,5,4,354,Hibernating
410,12864.0,147.12,1,138,2,6,6,266,Recent_Customers
411,12865.0,1548.0699999999993,3,123,2,4,3,243,Promising
412,12866.0,559.1199999999999,1,283,4,6,4,464,About_to_Sleep
413,12867.0,3986.2199999999953,10,96,2,2,1,221,Loyal_Customers
